gene_symbol	gene_length
ZNF511	4500
HPDL	1816
CBX3P7	502
XKRYP4	483
MIR4699	74
ZNF512	21233
SIAH2-AS1	4170
CBX3P8	525
XKRYP5	483
ZNF513	5297
CBX3P9	552
XKRYP6	1116
ZNF514	15091
MIR3064	66
SULT1A1	23509
ZNF516	12514
MIR3065	79
SULT1A2	6657
MIR203A	110
TTC32-DT	1599
SULT1A3	8880
MIR203B	86
ZNF517	12984
SERHL	8239
SULT1A4	4693
LSM6P2	177
RN7SL216P	298
ZNF519	30301
FAM229A	4508
ZDHHC11B	13403
FAM229B	3149
RNU6-473P	107
RNU6-341P	96
NASPP1	2167
PHBP10	784
REG3A	4253
MMUT	3811
PHBP11	809
LAT2	13992
ZNF221	9929
GDE1	8271
ALOX5	7472
DEAF1	32876
PHBP12	811
MSRB1P1	354
ZNF222	4264
PHBP13	760
ZNF223	5243
OR7E19P	1778
PHBP14	367
ZNF224	18611
PHBP15	665
ZNF225	12729
PHBP16	950
REG3G	3932
ZNF226	22954
RPS3AP10	813
PHBP17	541
ZNF227	17713
PHBP18	813
RPS3AP11	755
PHBP19	2041
RPS3AP12	753
ZNF229	16250
RPS3AP13	765
MYRF	33507
RNU6-576P	102
RPS3AP14	780
MTMR9LP	77380
RNU6-444P	108
DIRAS1	4698
RPS3AP15	781
RNU6-312P	107
RPS3AP16	781
DIRAS2	5246
5S_rRNA	1140
RPS3AP17	777
DIRAS3	8220
RPS3AP18	777
MST1	26727
CARD8-AS1	1969
RPS3AP19	780
FAM91A2P	2536
DHX9P1	3076
FAAH	6260
RNU6-679P	106
CD80	5736
TRUB1	3990
RNU6-547P	102
CD81	18444
RNU6-415P	97
REP15	1150
TRUB2	6919
CD82	11471
MIR3940	102
CD83	4635
ADIPOQ	9141
OLIG1	3756
CD84	22191
MIR3941	103
OLIG2	6314
MIR3942	109
SLC26A4-AS1	24195
TRIM49D1	5752
NDUFA12P1	406
GTF2IP1	16790
OLIG3	2196
TRIM49D2	3062
CD86	12565
MIR1301	82
MIR3943	100
GTF2IP2	697
MIR3944	108
GTF2IP3	494
MIR1303	86
MIR3945	98
NRAD1	11994
GTF2IP4	5663
MIR1304	91
UBL7-DT	16469
GTF2IP5	731
MIR1305	86
MIR1306	85
GTF2IP6	541
TARDBP	37439
RN7SL172P	303
GTF2IP7	2708
FAM185A	11154
MIR1307	149
GTF2IP8	584
ME2P1	1970
RNU6-518P	96
GTF2IP9	301
ZMYND10	9377
LSINCT5	2647
ZMYND11	48539
HNRNPA2B1	171802
ZMYND12	4128
MIR3650	60
MRPS21P1	223
SLCO4A1	12673
MIR3651	90
CD8A	7728
MRPS21P2	264
MIR3652	131
CNTFR	6795
GOLGA2P1	2906
CD8B	9195
MRPS21P3	262
MIMT1	3517
ZMYND15	12857
FOXJ1	2587
FOXJ2	8837
TIMM10B	5314
MIR3654	56
MRPS21P5	231
GOLGA2P4	777
FOXJ3	32897
MIR3655	83
SDR16C5	6923
MRPS21P6	261
GSAP	19597
MRPS21P7	238
GOLGA2P5	23547
MSTN	2819
MIR130A	89
MIR130B	82
MRPS21P8	235
MIR3657	117
ZMYND19	2654
RN7SL275P	335
GOLGA2P6	2049
MRPS21P9	257
RN7SL143P	297
GOLGA2P7	14743
MIR3658	56
GOLGA2P8	779
FAM156A	40697
MIR3659	99
MGC4859	3118
GOLGA2P9	4550
FAM156B	13603
HUWE1	61477
NALT1	1175
MIR4999	91
GJD2	2922
SLCO1B1	2787
ZNF813	7247
GJD3	4086
CYP46A4P	267
IFNA22P	570
ZNF814	20823
SLCO1B3	8965
GJD4	1649
SULT4A1	7813
MIR365A	87
ZNF816	8458
MIR365B	111
BRI3BP	15317
RN7SL246P	296
SLCO1B7	3128
MIR499A	122
MIR499B	73
RNU6-371P	108
RARRES2P1	481
VN1R108P	830
ZNF521	23160
RARRES2P2	485
RARRES2P3	473
RARRES2P4	484
ZNF524	2934
RARRES2P5	466
ZNF525	16622
RARRES2P6	442
SULT1B1	8284
MIR3074	81
OBSCN-AS1	8620
ZNF526	4555
RARRES2P7	469
ZNF527	14628
RARRES2P8	367
ARHGEF2-AS1	401
ZNF528	20740
RARRES2P9	469
RN7SL217P	286
ISL1-DT	9661
ARHGEF2-AS2	2157
ZNF529	16142
LSP1	20142
RNU6-474P	107
ILVBL	17845
CEP192	51114
MADD-AS1	914
RNU6-342P	104
PHBP20	818
RNU6-210P	95
ZNF230	11162
BAIAP2	37365
PHBP21	823
HGH1	8508
GDF1	2579
BAIAP3	36208
ZNF232	11512
GDF2	3309
LGSN	13073
ZNF233	10701
SYDE1	11252
GDF3	1236
ZNF234	8061
LAMP5-AS1	1928
LSMEM1	4506
SYDE2	8466
ZNF235	13620
GDF5	4940
RUBCNL	76645
LSMEM2	1434
ZNF236	29862
GDF6	3712
RPS3AP20	787
GDF7	9267
RPS3AP21	817
RPS3AP22	769
ZNF239	9090
GDF9	19434
RPS3AP23	1470
IMPG1	8570
RNU6-577P	98
RPS3AP24	734
IMPG2	8352
RNU6-445P	107
RPS3AP25	793
RNU6-313P	112
RPS3AP26	784
RPS3AP27	782
RPS3AP28	781
HMMR-AS1	1497
SCCPDH	2141
RPS3AP29	769
FAM91A3P	2544
CD302	15440
CDK5RAP1	19592
CDK5RAP2	191794
GPAT2P1	3241
CDK5RAP3	39288
EGFLAM-AS1	331
GPAT2P2	863
EGFLAM-AS2	3820
RNU6-548P	115
RNU6-416P	103
EGFLAM-AS3	549
RMDN1	15366
CD93	6681
NARS1	11760
EGFLAM-AS4	1579
RMDN2	16908
PLAGL1	51373
MGARP	1224
GPC1	15858
ST3GAL1-DT	679
PLAGL2	5656
RMDN3	15409
NARS2	7958
GPC2	7027
GPC3	16488
GOLGA5P1	980
CD96	13796
GPC4	4959
KIAA0895LP1	3321
ERVK13-1	138724
GPC5	4903
EIF2S3B	4778
CLHC1	15816
GPC6	7913
RNY4P10	96
UQCRC2P1	1332
CD99	12218
IGKC	523
TLR10	22299
BRWD1-IT1	489
GSG1L2	2668
RN7SL173P	292
RNY4P13	96
FAM186A	18034
UGDH-AS1	3963
RNY4P14	96
FAM186B	10727
HORMAD2-AS1	2209
BORCS8-MEF2B	8407
RNU6-519P	108
CLPSL1	867
RNY4P16	94
HPF1	2253
GS1-600G8.3	2249
PWWP2A	11091
CLPSL2	1759
RNY4P17	96
MIR3660	100
GINS1	4831
PWWP2B	4628
RNY4P18	89
MIR3661	96
UNC93A	6101
GINS2	3790
RNY4P19	96
MIR3662	95
GINS3	11853
PLA2R1	20204
FOXK1	13880
MIR3663	97
FOXK2	20645
GINS4	13432
MIR3664	99
MYL6P1	453
MIR3665	105
MYL6P2	434
ZNF839P1	861
MIR3666	111
MIR3667	74
MYL6P3	432
STING1	36578
MYL6P4	453
RN7SL144P	295
MIR3668	75
MYL6P5	459
FAM157A	7629
FAM157B	3214
FAM157C	13383
MIR486-1	68
ZNF821	26700
GJE1	916
MIR486-2	64
PUF60	23771
SLCO1C1	16186
ZNF823	5184
DISP1	50765
KRTAP19-9P	191
DISP2	13867
PPM1L-DT	1715
MIR2052	55
MIR2053	91
DISP3	7670
MIR2054	49
MFAP1	2882
ZNF827	83874
HINT2P1	481
KRCC1	3409
MFAP2	6268
RNU1-1	164
ZNF829	13188
MFAP3	31772
RNU1-2	164
MFAP4	7153
OR4H6BP	934
RNU1-3	164
MFAP5	13580
RNU1-4	164
DDX39A	20232
RNU6-240P	97
ZNF530	17381
SRCIN1	31123
DDX39B	26785
MYT1	24384
ZNF532	46077
HIPK1-AS1	7922
ZNF534	10855
RPS6KA2-AS1	627
ZNF536	12564
MCMBP	13125
SULT1C2	16847
SULT1C3	2279
UGT2A3P7	734
RNU1-128P	160
RN7SL218P	299
SULT1C4	5652
GMDS	9160
RNU6-475P	104
RNU6-343P	104
ZHX1-C8orf76	1838
RNU6-211P	107
CTNNA1-AS1	587
LONP1	25760
CD2BP2	5319
RPS3AP30	848
LONP2	21971
RPS3AP31	781
RPS3AP32	766
MIR1908	80
ZNF248	19587
MIR1909	80
RPS3AP33	663
OR8K2P	927
RNU6-578P	103
TTLL1	6263
RNU6-446P	106
RPS3AP34	781
PPP3R1	4559
RNU6-314P	104
AKR1B10P1	942
RPS3AP35	781
PPP3R2	4447
TTLL2	8026
GSC2	2625
AKR1B10P2	927
RPS3AP36	775
TTLL3	54472
RPS3AP37	745
TTLL4	31673
TTLL5	31383
RPS3AP38	763
PTCHD3P1	537
STK25P1	838
TTLL6	18040
PTCHD3P2	1205
RPS3AP39	775
MYHAS	2274
PTCHD3P3	906
TTLL7	55223
TTLL8	5362
MIR190A	85
TTLL9	29844
NRDE2	27825
MIR190B	79
SNORA63B	123
SNORA63C	129
SNORA63D	132
RPS6P12	726
RNU6-549P	107
SHISA2	3845
SNORA63E	131
RPS6P14	719
OR7E1P	958
RNU6-417P	107
HSF1	17419
SHISA3	2322
GPD1	7927
RPS6P15	751
HSF2	5881
MIR3960	91
SHISA4	3069
RPS6P16	655
GPD2	25303
SHISA5	25840
SHISA6	23734
HSF4	30580
SHISA7	9747
HSF5	4118
MIR1321	79
SHISA8	2309
MIR1322	71
MIR1323	73
SHISA9	13038
COMTD1	5585
RNY4P20	93
MIR1324	96
COQ7-DT	2592
RN7SL174P	289
FAM187A	3397
PDZD2	26786
RNY4P23	97
FAM187B	1194
RNY4P24	96
PDZD3	21188
LAMTOR5-AS1	46261
PDZD4	15359
RNY4P25	96
PWWP3A	34694
RNY4P27	96
JDP2	18869
RNY4P28	93
SLCO4C1	5069
PDZD7	17894
PWWP3B	12438
MIR3671	88
RNY4P29	97
PDZD8	12101
MIR3672	82
PDZD9	3665
FOXL1	5522
FOXL2	2914
MIR3674	68
FOXL3	1232
EPB41L4A-DT	2427
MIR3675	73
ensembl_havana_tagene	8437
MIR2355	87
MIR3677	60
RNU4-1	141
RN7SL277P	288
MIR3678	94
RNU4-2	141
RN7SL145P	296
PHF5FP	310
MIR3679	68
RNU6-270P	105
OR8B5P	910
ZNF830	2905
ZNF831	21678
FAM90A26	2492
CD2AP-DT	330
ZNF835	3955
ZNF836	9647
GK-AS1	651
HPGD	19979
ZNF837	3977
NSDHL	4457
RN7SL248P	329
TUBB1P1	1300
RN7SL116P	305
ZNF839	22942
OR8Q1P	655
TUBB1P2	1306
NTAN1	10385
RNU6-373P	98
RNU6-241P	104
ZNF540	19182
ZNF541	10638
MYO3B-AS1	55722
DBH-AS1	2139
ZNF543	3690
GHET1	1906
ZNF544	41918
KAT5	17657
SEC16A	70582
ZNF546	20000
KAT7	34447
SEC16B	17303
MGAT1	37190
ZNF547	4522
KAT8	12574
MGAT2	2683
MGAT3	6515
OR7E24	3411
ZNF548	15845
RN7SL219P	296
RNU1-129P	167
ZNF549	14120
RNU6-476P	107
PPP6R1	12840
MGAT5	18416
PPP6R2	23912
RNU6-344P	111
RNU6-212P	104
PPP6R3	52940
MIR1910	80
PINX1	8101
ZNF250	17758
MIR1911	80
ZNF251	6228
MIR1912	80
ZNF253	6927
MIR1913	80
FAM90A2P	1395
ZNF254	21282
MIR1914	80
MIR1915	80
ZNF256	4165
RPS3AP40	781
ZNF257	14502
KDSR	19894
RPS3AP41	778
OR10AA1P	937
RPS3AP42	784
EVPLL	2631
RPS3AP43	781
RNU6-579P	102
ERLEC1	110889
CA15P1	905
OR7H1P	922
RPS3AP44	790
RFC5P1	874
RNU6-447P	104
CA15P2	834
RNU6-315P	107
RPS3AP46	682
RPS3AP47	792
RPS3AP48	781
RPS3AP49	790
FADD	1708
CD320	6031
GSTA10P	576
MIRLET7BHG	13847
MAP1LC3A	3474
COTL1	10874
MYO18B-AS1	21936
MAP1LC3B	10985
RPS6P20	1109
NPM1P1	234
BRCA1	72169
RPS6P21	755
MAP1LC3C	1207
NPM1P2	867
BRCA2	54443
RPS6P22	726
NPM1P3	892
RPS6P23	722
TULP1	9103
C1GALT1C1	3128
TULP2	4710
ZNF286A-TBC1D26	25010
NPM1P4	812
OR7E2P	889
RNU6-418P	107
RPS6P25	748
NPM1P5	838
MYO16-AS1	580
TULP3	10150
MT-RNR1	954
MRPS11P1	522
NPLOC4	21592
MYO16-AS2	436
TULP4	21136
NPM1P6	871
RPS6P26	761
MT-RNR2	1559
NPM1P7	844
KDM2B-DT	544
MIR3972	87
NPM1P8	837
MIR3973	107
MIR3974	96
NPM1P9	844
MIR3975	70
MIR3976	139
RNY4P30	95
DGKZP1	2776
RNU7-1	63
MAMLD1	41567
MIR3977	70
SNORA35B	129
MIR3978	101
MAP1LC3P	330
RNY4P34	95
KANTR	11342
EGFLAM	20116
SLC24A3-AS1	1789
RNY4P36	96
RNY4P37	96
GCC2-AS1	1132
ODF2L	32586
MIR3681	72
DCDC1	38740
MIR3682	84
FOXM1	20128
KLF10	6574
DCDC2	8738
MIR3683	82
KLF11	13779
MIR3684	74
SAFB2	11563
KLF12	11951
MIR3685	62
KLF13	11039
MIR3686	86
RN7SL278P	296
KLF14	3511
MIR133B	119
RN7SL146P	297
OR8T1P	918
KLF15	3087
KLF16	5676
PHF5GP	300
TRIM26BP	753
KLF17	3855
MED4-AS1	542
RNU6-271P	105
KLF18	3159
OR8B6P	880
E2F1	2690
ZNF841	17693
E2F2	5746
E2F3	9461
IDNK	5516
E2F4	12422
ZNF843	7486
ZNF844	9340
E2F5	13460
ZNF845	10761
GMFB	18847
E2F6	26651
ZNF846	12390
E2F7	16894
LAPTM5	4090
IGLVI-20	130
E2F8	11819
PSMG3-AS1	18108
CTAGE10P	2408
VCAM1	17721
RN7SL117P	296
GMFG	6535
ULBP1	3211
ULBP2	1335
RNU6-374P	108
ULBP3	3846
RNU6-242P	107
ZNF550	17326
RNU6-110P	104
ZNF551	7448
RNGTT	9941
ZNF552	4955
ZNF554	11367
ZNF555	11249
SULT1E1	2686
ZNF556	8784
ZNF557	11495
ADORA2BP1	842
KYNU	22749
ZNF558	14994
ZNF559	25700
OR7K1P	926
C10orf95-AS1	18147
TEMN3-AS1	401
RNU6-477P	107
RNU6-345P	107
RNU6-213P	104
GIMAP1-GIMAP5	2148
LAX1	7346
ZNF260	18891
WAC-AS1	7129
GDI1	17428
GDI2	10432
ZNF263	12716
CSTF2T	4110
FAM90A3P	1395
DIMT1	41521
ZNF264	16760
EDAR	12688
MARK2P4	2380
ZNF266	25571
RPS3AP50	803
ALKBH1	5493
RWDD4P1	565
MARK2P5	634
RPS3AP51	789
ZNF267	10666
ALKBH2	7202
RWDD4P2	563
MARK2P6	897
RPS3AP52	297
ZNF268	40200
ALKBH3	10548
RB1CC1	18765
RABGGTA	23935
RPS3AP53	778
MED28P1	571
OR8K4P	872
ALKBH4	4046
MARK2P8	952
INSL3	2408
ALKBH5	6910
RPS3AP54	734
MED28P2	317
OR7H2P	306
RNU6-448P	107
MARK2P9	1727
RABGGTB	17099
U2AF1	19842
ALKBH6	17613
RNU6-316P	107
GSE1	41570
MED28P3	531
HORMAD1	9179
INSL4	1952
HORMAD2	5099
ALKBH7	2129
U2AF2	9537
MED28P4	572
LVRN	20421
INSL5	736
MED28P5	438
INSL6	2388
ALKBH8	14245
MED28P6	231
MSX1	2449
MED28P7	530
MSX2	3383
MED28P8	521
GSTA11P	669
SLAMF1	5507
RNY3P10	102
CABLES1	14414
POM121	18866
SCRG1	5642
RNY3P11	102
GTF2B	5682
CABLES2	4558
RNY3P12	102
REV3L	60538
RNY3P13	102
CXorf51A	449
RAB11FIP1	23670
SLAMF6	6206
GRK5-IT1	400
RNY3P14	102
CXorf51B	451
RAB11FIP2	13457
RAB11FIP3	16122
RNU6-419P	63
SLAMF7	24697
RNY3P15	97
RAB11FIP4	20360
SLAMF8	5494
SHOX2	13211
RNY3P16	101
SLAMF9	3361
IDO1	9179
RAB11FIP5	18508
KIR3DL1	5235
CCDC13-AS1	3733
GTF2I	42943
IDO2	8545
UQCR10	1500
KIR3DL2	3423
RPL13P12	636
SH3RF1	9875
ODF3B	8579
KIR3DL3	1824
UQCR11	3498
SH3RF2	11960
SFXN1	12612
SH3RF3	5948
MIR1343	84
GSEC	3868
SFXN2	17578
HS6ST1P1	1234
ZNF559-ZNF177	16466
SFXN3	10449
SNORA36A	132
ENTHD1	3134
RN7SL176P	264
SFXN4	7006
LMTK2	9514
SNORA36B	131
LMTK3	23124
TGIF1P1	802
SFXN5	28536
SNORA36C	132
FAM189B	16567
AGA-DT	6873
MIR3690	75
TBC1D27P	7503
MIR3691	90
MIR3692	69
EXOGP1	997
FOXN1	7519
TPTEP2-CSNK1E	1770
FOXN2	6369
PPM1K-DT	11689
FOXN3	29082
FOXN4	9186
RN7SL279P	284
DAO	9976
FGD1	4343
RN7SL147P	298
DAP	5753
TAMM41	15210
FGD2	24386
ERMAP	17759
FGD3	19356
PROS2P	1951
FGD4	52075
RNU6-272P	104
OR8B7P	919
RNU6-140P	108
ZNF850	15860
FGD5	21545
POLR3GL	4351
PITX1	6289
FGD6	21956
PITX2	22727
KCNIP4-IT1	9848
ZNF852	7926
PITX3	2613
ZNF853	3864
TLR8-AS1	1349
SFRP1	8337
SFRP2	1996
HAMP	3682
CTAGE11P	2353
RBM12B-AS1	653
RN7SL118P	302
SFRP4	4343
ABO	11943
MAST4-IT1	658
SFRP5	1883
RNU6-375P	100
ABR	46460
RNU6-243P	107
ZNF560	3331
RNU6-111P	105
ZNF561	22581
CDRT15L2	1820
EARS2	22240
IGLVI-38	385
ZNF562	30442
RNPS1	33969
DDAH1	8664
ATP5F1AP10	1603
ZNF563	4970
DDAH2	12069
ZNF564	4753
ZNF565	9061
ZNF566	35185
MIR208A	71
ZNF567	15438
MIR208B	77
IAPP	5177
INCENP	11123
ZNF568	31201
IGHV2-5	378
ZNF569	16941
FAF1	10388
LST1	11791
FAF2	7531
RNU6-478P	110
RNU6-346P	111
PEBP1	2139
MRPS17P1	3130
RNU6-214P	107
SAPCD1	2240
SAPCD2	3814
MRPS17P3	385
PEBP4	1835
FAM90A4P	1395
MRPS17P5	220
ZNF273	15369
ZNF274	26568
ZNF275	25556
ZNF276	25655
MRPS17P9	393
ZNF277	9768
INSM1	2846
YY1P1	668
INSM2	2891
YY1P2	948
RNU6-449P	107
BCORL1	17871
RNU6-317P	107
OR6E1P	923
GCSHP1	484
GCSHP2	527
HSPA12A	131419
HSPA12B	6142
GCSHP3	391
GSTA12P	508
MIR193A	88
GCSHP4	439
SMIM10	1483
FOLR1	5397
GAA	12608
MIR193B	83
GTF3A	8071
FOLR2	7065
GCSHP5	522
ZNF56P	5870
SMIM12	13628
F13A1	6666
FOLR3	3289
FMC1	2637
SMIM13	6138
SMIM14	10238
IMMT	19879
SMIM15	3472
BRCC3	13195
OR7E4P	1013
SMIM17	3116
OR7A11P	953
SMIM18	1039
ADRB1	3039
SMIM19	10664
IGKV3-7	445
ATP5F1BP1	1574
ADRB2	2013
KPRP	2492
GAK	36598
ADRB3	4209
BTN2A1	14797
LAYN	15315
GAL	1395
BTN2A2	24431
TMSB10P1	132
TMSB10P2	131
GAN	21987
NIPA2P1	976
ACTA2-AS1	4746
SS18L2P1	213
CNNM1	6320
RN7SL177P	299
NIPA2P2	1083
NIPA2P3	851
SS18L2P2	235
CNNM2	22304
CNNM3	11611
NIPA2P4	1341
NIPA2P5	464
CNNM4	6667
ISL1	4587
RNU6-170P	104
ISL2	4070
DBH	3514
FECHP1	1214
OLFM1	16695
OLFM2	7077
LNCNEF	659
IGHV3OR16-10	350
DBI	7421
IGHV3OR16-11	349
FOXO1	6957
HSP90AB2P	3453
OLFM3	14853
IGHV3OR16-12	353
OLFM4	2843
RPS20P10	253
IGHV3OR16-13	353
FOXO3	17157
HEATR5A	21432
FOXO4	5960
RPS20P12	356
IGHV3OR16-15	414
HEATR5B	9567
RPS20P13	358
MIR135B	97
IGHV3OR16-16	343
FOXO6	5039
ERLNC1	5017
RN7SL148P	279
RPS20P14	360
DBP	10836
IGHV3OR16-17	349
RPS20P15	311
ACD	16990
ACE	33609
EDC3	21479
RNU6-273P	96
CCDC90B-AS1	5596
TUFT1	11085
EDC4	23540
RNU6-141P	105
ZNF860	3777
KANSL1	90527
DBT	16416
KANSL2	17295
ZNF862	10017
MPHOSPH10	6771
KANSL3	52506
DCAF1	21660
ZNF865	3862
FAM71BP1	523
DCAF4	19902
ELMOD1	9910
DCAF5	22352
D2HGDH	22981
ELMOD2	10181
MIR106A	81
ELMOD3	36498
CTAGE12P	2364
MIR106B	82
DCAF6	21885
IGLVI-42	381
DCAF7	43969
SIGLEC30P	941
KSR1	38864
DCAF8	26963
KSR2	36772
NTAQ1	12077
RNU6-376P	106
ACR	3553
RNU6-244P	104
ZNF570	11538
RNU6-112P	104
MRPL20-DT	1523
ZNF571	13348
ZNF572	3278
ZNF573	18105
ROPN1B	9838
ZNF574	10852
ZNF575	6966
ACVR2B-AS1	2517
ABCA1	24091
ZNF576	9508
ISLR	5661
NPDC1	5610
ABCA2	64968
ZNF577	41897
ABCA3	20034
ZNF578	7582
ABCA4	13456
ZNF579	3419
ABCA5	35471
MYEF2	32431
ABCA6	19752
RNU6-479P	105
ABCA7	32479
RNU6-347P	105
ABCA8	33296
HELZ-AS1	689
IL6STP1	1020
CYSLTR1	8415
IPMK	6093
RNU6-215P	102
ABCA9	18059
CYSLTR2	13108
ROPN1L	5110
ZNF281	12688
ZNF282	6422
ZNF283	16619
FAM90A5P	1395
ZNF284	4336
ZNF285	12934
LYST	39264
TPRA1	20928
ZNF287	13287
LARP1BP1	1359
MIR6724-1	92
MED15P1	1630
SARAF	15121
LARP1BP2	519
MIR6724-2	92
GSG1	13867
RNU6-318P	103
ESAM-AS1	4025
LARP1BP3	869
MIR6724-3	92
MED15P3	326
CD200R1L	5038
MIR6724-4	92
MED15P4	393
COX11P1	835
SRP14	5712
B3GALNT1	127910
MED15P5	992
MPLKIP	7627
ATP5F1EP1	156
MED15P6	1363
ATP5F1EP2	156
B3GALNT2	24287
MED15P7	822
SMIM20	2893
MED15P8	545
SMIM21	5626
MED15P9	2374
GBA	16203
SMIM22	7348
GCHFR	3817
SRP19	18200
SMIM23	3199
SMIM24	3095
HOTAIRM1	3729
FAM32BP	333
SMIM26	1735
OR7E5P	706
SMIM27	6219
FSBP	7863
SMIM28	1266
TATDN1	17192
HAO1	1757
MIR2681	105
SMIM29	9049
SLIT1-AS1	2636
TATDN2	12424
TATDN3	17477
HAO2	6106
MIR2682	110
DGAT1	9733
SNORA38B	131
GALC	21950
DGAT2	16804
MIR1302-9HG	2923
RN7SL178P	304
MIR3118-1	76
DCC	33277
DDA1	6260
MIR3118-2	75
DCD	1962
LMBR1	29823
GALE	16639
DHTKD1	8466
TICAM1	2684
ISM1	3090
MIR3118-3	75
CNTLN	13173
MIR3118-4	75
ISM2	12373
TICAM2	3491
RNU6-171P	107
SCRIB	27076
ANK2-AS1	3710
TBC1D29P	6778
MRS2P1	1228
RNU7-120P	63
MRS2P2	1201
MIR2392	84
FOXP1	128833
HSP90AB3P	2173
DCK	10815
FOXP2	74410
GOLPH3L	4553
RPS20P20	340
FOXP3	12071
SMNDC1	8577
RPS20P21	343
GALM	5455
PDXDC2P-NPIPB14P	11796
FOXP4	19444
RPS20P22	1675
ADA	9418
DCN	25755
AOX3P-AOX2P	1313
RPS20P23	354
GALP	1989
FGF1	31580
RN7SL149P	281
RPS20P24	361
FGF2	17307
RPS20P25	352
DAB1	21136
FGF3	2422
RNU6-274P	107
DAB2	22432
FGF4	3722
OR8B9P	6141
RNU6-142P	107
FGF5	14637
GALT	30403
DCT	13251
FGF6	1746
FGF7	8161
FGF8	6365
CERCAM	14718
GPHN	20567
FGF9	5738
LRTOMT	12661
ZNF875	34277
DCX	62983
PRPF38A	7218
ADK	21071
LCE1A	625
PRPF38B	13545
MRE11	18506
EWSR1	40853
LCE1B	1138
LUZP4P1	344
ADM	9538
ZNF878	1756
LCE1C	929
OR5B12	2422
CTAGE13P	2446
SIGLEC31P	551
LCE1D	460
ZNF879	5038
ADO	3760
LCE1E	2042
NUDT1	6293
LCE1F	726
NUDT2	3785
OR6K1P	971
RNU6-377P	102
NUDT3	9900
RNU6-245P	107
RNU6-113P	101
IGLVI-56	342
ZNF580	5619
NUDT4	26352
OR5B17	946
ZNF581	4212
NUS1P1	882
SPIN2A	4525
NUDT5	10121
ZNF582	8464
NUS1P2	873
UBIAD1	6703
SPIN2B	4797
NUDT6	12458
ZNF583	13159
NUDT7	5717
NUS1P3	862
ZNF584	12826
NUS1P4	585
NUDT8	3019
NUDT9	9057
MEMO1	12190
ABCB1	20792
ZNF586	10895
GMIP	10921
ATG10	10537
IL2RA	9525
IL2RB	7620
ZNF587	15689
ATG12	18825
ABCB4	25968
ATG13	39630
ABCB5	14863
HYAL6P	1279
ZNF589	15578
MAF	10270
ATG14	9404
TLX1NB	2766
ABCB6	16129
MAG	9930
RNU6-348P	107
ABCB7	34202
RNU6-216P	104
ABCB8	33889
IL2RG	10050
ABCB9	42004
NECAB1	10576
NECAB2	7781
NECAB3	22632
UBL5P1	193
MAK	24040
ZNF292	26739
UBL5P2	219
CLDN10-AS1	895
FAM90A6P	1394
MAL	4040
UBL5P3	231
RTEL1-TNFRSF6B	16418
UBL5P4	236
UBE2A	13205
ZNF296	1634
UBE2B	6192
PANCR	2289
UBE2C	5433
INTS9-AS1	2673
CRIM1-DT	366
NANOGP10	895
NODAL	3124
NANOGP11	727
MYZAP	5884
FSCB	3135
RBAK-RBAKDN	1767
UBE2F	23104
GDI2P1	1336
AKT1S1	15664
EPB41L4A	12920
RNU6-319P	108
GDI2P2	608
TCP10L	24777
EPB41L4B	9902
FNIP1	22415
OR5B1P	928
UBE2H	14787
UBE2I	53514
FNIP2	14596
MIR3688-1	93
KIR2DL1	2817
MIR3688-2	87
MAX	23163
UBE2K	12507
KIR2DL3	1592
UBE2M	3012
KIR2DL4	10607
MAZ	20025
SMIM30	3497
UBE2N	10630
GCA	11991
SMIM31	3837
SNORA68B	133
UBE2O	14159
SMIM32	1695
HNRNPA1P10	962
TUBBP1	2981
SMIM33	1296
HNRNPA1P11	956
TUBBP2	411
INPP1	12236
TUBBP3	874
HNRNPA1P12	961
SMIM35	7556
UBE2S	4035
SMIM36	3618
HNRNPA1P13	963
FAM32CP	322
GCG	4191
HNRNPA1P14	935
TUBBP5	5197
UBE2T	4923
DYNAP	5070
HNRNPA1P15	960
TUBBP6	1332
UBE2U	5951
SMIM38	13995
KPTN	7444
HNRNPA1P16	955
HAP1	18992
MYLKP1	1580
SMIM39	171
TUBBP8	1232
HNRNPA1P17	924
UBE2W	35922
HNRNPA1P18	927
GCK	26209
TUBBP9	2450
HNRNPA1P19	370
PPM1J-DT	2125
UBE2Z	11226
ZNF29P	168
RAB33B-AS1	12680
DDC	19622
DDB1	117270
DDB2	18879
RNU6-172P	93
RNU7-121P	62
HSP90AB4P	1574
FOXQ1	2661
TIMM17A	5655
TIMM17B	7676
RPS20P31	332
FYB1	25445
RPS20P32	356
FYB2	8596
SERP1	12148
GOLGA8UP	1755
RPS20P33	354
SERP2	3289
DDN	3815
CELF2-DT	11551
ICA1L	35293
DDO	6104
TSPOAP1-AS1	20228
RNU6-275P	107
GAMT	4551
ZNF880	5307
RNU6-143P	93
ABT1P1	821
DDT	3759
PLAAT1	2529
IPO4	36839
USP6NL	19829
ARHGAP15-AS1	1948
PLAAT2	738
IPO5	40285
ZNF883	11830
PLAAT3	5977
PLAAT4	3544
IPO7	9166
PLAAT5	9277
FZD10	6559
IPO8	13313
LCE2A	611
IL5RA	23912
LCE2B	608
OR5B21	1299
IPO9	13567
ZNF888	4706
AEN	11592
LCE2C	625
CTAGE14P	2403
IGHV7-4-1	402
LCE2D	625
IGLVI-63	384
EAF1	6040
EAF2	4184
GYG1	17347
RNU6-378P	107
PAH	16787
GYG2	16709
RNU6-246P	107
